TEXT,LABEL
Call FREEPHONE 0800 542 0578 now!,spam
"	44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",smishing
No drugs for that,ham
I have had difficulties with her phone.,ham
"you exist embody touch by our dating service by someone you know! to ascertain out who it is, call from a land line 09050000878. pobox45w2tg150p",smishing
"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",ham
call free now on 0800 0721072 to ascertain out more!,smishing
you are owed �48.84 due to over payment.click the secure link http:// 103.208.86.96 to claim your refund.,smishing
"lookatme!: thanks for your purchase of a video clip from lookatme!, you've been institutionalize 35p. think you can suffice better? why not send a video in a mmsto 32323.",spam
How many times i told in the stage all use to laugh.,ham
"see me bring and wanting, just for you xx text pics to 89555 now!",spam
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut.",ham
t-mobile customer you may now arrogate your free camera phone upgrade & a pay & go sim card for your loyalty.,smishing
* free* polyphonic ringtone text super to 87131 to experience your free poly tone of the week now!,spam
"Please call our customer service representative on FREEPHONE 0808 145 5645 between 9am-11pm as you have WON a guaranteed INR 5,00,000 cash  prize!",smishing
A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),ham
Youi have to bring it over and he'll match it up,ham
May b approve panalam...but it should have more posts..,ham
K k:) sms chat with me.,ham
"to scratch place ""go stop"" to 89123",spam
double mins & double txt & 1/2 price call mobileupd8 for the very latest offers. 08000839402 or call2optout/lf56,spam
d= violet e= tulip f= lily txt d e or f to 84025 now 4 chance 2 win £100 cash,spam
"urgent! dear fl1pkart customer, we be trying to contact you. last weekends draw shows that you w0n a rs.6,00,000 prize guaranteed. call 7908807538. claim code flip52. valid 12hrs only.",smishing
rct' thnq adrian for u text. rgds vatian,spam
You never hear unless you book it.,ham
Ofcourse I also upload some songs,ham
it to 80488. your 500 free text messages exist valid until 31 december 2005.,spam
I am joining today formally.Pls keep praying.will talk later.,ham
to arrogate call 7908807538 now!,smishing
Are you bringing money.,ham
"Dear customer your PAY2TMKYC has been expired, It�s will be bl0cked within 24 hour, please contact customer! Care ph� 8536074310 immediately to verify",smishing
gsoh? good with the ladies?u could b a male gigolo? 2 join the uk's fastest growing mens club answer oncall. mjzgroup. 08714342399.2stop reply stop. msg@£1.50rcvd,spam
3. you ingest received your mobile content. enjoy,spam
I'm not coming home 4 dinner.,ham
I sent them. Have u got that?,ham
Contact customer care No-8536074310 immediately.,smishing
Then u drive lor.,ham
Did u receive my msg?,ham
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,ham
please yell 08715205273,smishing
One was kinda a joke--thet were really looking for skinny white girls.,ham
Hey did u ever vote for the next themes?,ham
"Haha awesome, be there in a minute",ham
call 09066350760 from your landline.,smishing
You are so sexy...,ham
Happy birthday... May ur wishes come true and stay blessed...,ham
"mobile office, airtel populate & mms settings have embody successfully return on your phone! now you can access airtel live by long pressing '0' key on nokia. on other phones launch internet browser and select airtel live (or goto http://live.airtelworld.com), you yield no activation, rental or browsing charges for airtel live. you only pay if you download content, or send mms.",spam
aathi..where are you dear..i AM WAITING FOR u,ham
reminder: you ingest not downloaded the content you have already paid for. goto http://doit. mymoby. tv/ to amass your content.,smishing
"Yes, i'm small kid.. And boost is the secret of my energy..",ham
pls call claim number 09066364311 to collect your award which you are selected to find as a treasure mobile customer.,smishing
"He said:""if it is made by my students,this wont even start........ That is confidence..",ham
To Activate call customer care for help 6200992462 now.,smishing
"keep ur same number, get extra free mins/texts.",spam
Red;i'm in luv wid u.,ham
i hump sex fun & games!,smishing
call freefone 08006344447 to exact your guaranteed £1000 cash or £2000 gift.,spam
4399 was charged on your card num**97 at lazo-klia2 on 19/10/2016.,smishing
"Some friends want me to drive em someplace, probably take a while",ham
Whats that coming over the hill..... Is it a monster!,ham
we ingest find a request from you for purchasing paytm payments bank fastag.,smishing
please complete registration process before employ any service. code=943 tid=020001951238,spam
But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,ham
Thinkin about someone is all good.,ham
HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.,ham
Its a valentine game.,ham
"as a valued customer, i am delight to notify you that survey recent draw of your mobile no.",smishing
hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,ham
our computer has randomly picked you from our loyal mobile customers to receive a £400 reward.,smishing
"get 3 lions england tone, reply lionm 4 mono or lionp 4 poly.",spam
do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08000776320 now or reply for delivery tomorrow,smishing
Yar lor... How u noe?,ham
<forwarded from 21870000>hi - this is your mailbox message sms alert. you experience 40 matches. please call back on 09056242159 to recollect your messages and matches cc100p/min,spam
ur balance exist now £500.,spam
"Not much, just some textin'.",ham
i'd like to differentiate you my deepest darkest fantasies.,spam
jamster! to nonplus your free wallpaper text heart to 88888 now! t&c apply. 16 only. demand help? call 08701213186.,spam
"welcome to uk-mobile-date this msg is free reach you free calling to 08719839835. future mgs billed at 150p daily. to cancel institutionalize ""go stop"" to 89123",spam
Tel me when shall i do my work tomorrow�.That is what matters�,ham
click here to complete the process http:/rghst.us/xri2284 reply arrest 2 opt out of future texts,smishing
please swan this icloud device by sending your correct apple id and password via text message.,smishing
To claim call 08719180248 Identifier Code: 45239 Expires,smishing
delivery within 28days.,smishing
call on 08000839402 now!,spam
Speak before then x,ham
your abta complimentary 4* tenerife holiday or #5000 cash await collection sae t&cs box 326 cw25wx 150 ppm,smishing
Or i go home first lar ü wait 4 me lor..,ham
Actually getting ready to leave the house.,ham
Should your tone not arrive please call customer services on 09065069120,spam
you have won a nokia 7250i. this is what you get when you win our free auction. to convey part send nokia to 86021 now.,spam
No dear i do have free messages without any recharge.,ham
records indicate you embody ask in an accident in the last 2.5 years.,smishing
You have been specially selected to receive a 2000 pound award!,smishing
Save £s with Free texts/weekend calls.,spam
lyricalladie(21/f) is receive you to be her friend. reply yes-910 or no-910. see her: www.sms.ac/u/hmmross stop? send stop frnd to 62468,spam
Ok then I will wait for.,ham
"K so am I, how much for an 8th?",ham
"todays vodafone numbers ending 7548 are choose to receive a rs.2,00,000 award. if you ingest a match please call 8536074310 quoting claim code 4041 standard rates apply",smishing
Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,ham
luv to see from u. netcollex ltd 08700621170150p per msg reply stop to end,spam
u r subscribed 2 textcomp 250 wkly comp.,spam
thanks for your subscription to ringtone uk your mobile will be charged £5/month please confirm by reply yes or no. if you reply no you will not embody accuse,spam
X2  &lt;#&gt; . Are you going to get that,ham
"you have won ?2,000 cash or a ?5,000 prize!",smishing
Dis is yijue.,ham
"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",ham
free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and recount ur mates www.getzed.co.uk,spam
Do you want to come to taunton tonight?,ham
"44 7732584351, do you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or call 08000930705.",smishing
we prove to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,smishing
750 any time any network mins?,smishing
"As in missionary hook up, doggy hook up, standing...|",ham
Just saying hi.,ham
Do u knw dis no. &lt;#&gt; ?,ham
"sunshine hols. to claim ur med holiday place a stamped self address envelope to fuddle on us uk, po box 113, bray, wicklow, eire. quiz jump saturday!",spam
today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,smishing
please call our customer service representative on freephone 0808 145 4744 between 9am-11pm as you have succeed a guaranteed £3000 cash or £7000 prize!,smishing
"Since i'm unemployed at the moment, i ALWAYS sleep late.",ham
talk sexy!! ready new friends or fall in love in the worlds most discreet text dating service. just text vip to 83110 and date who you could meet.,spam
	Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,smishing
valid 12hours only,smishing
The sign of maturity is not when we start saying big things..,ham
Good morning princess! How are you?,ham
Haf u found him?,ham
now peach along with the stars with karaoke on your mobile.,spam
Oh ok�I'm watching here:) I know what to do,ham
Have another audition next wednesday but i think i might drive this time.,ham
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",spam
Also find out from her school if anyone else was vomiting.,ham
"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",ham
Will try again later or first thing tomo.,ham
